Domain Accession	Domain name	Count	Proteins	Accession proteins	N_dl/N_pl / N_dy/N_py	N_d_list/N_p_list	N_d_yeast/N_p_yeast
IPR018627	ELP6	1	['ELP6']	['Q04868']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR046364	Exo70_C	1	['EXO70']	['P19658']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR012946	X8	1	['GAS1']	['P22146']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR031850	Fungal_KA1_dom	1	['GIN4']	['Q12263']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR001019	Gprotein_alpha_su	1	['GPA2']	['P10823']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR039295	MSB2	2	['HKR1', 'MSB2']	['P41809', 'P32334']	55.00813008130081	0.016260162601626018	0.0002955956251847473
IPR003594	HATPase_dom	2	['HSC82', 'HSP82']	['P15108', 'P02829']	22.00325203252033	0.016260162601626018	0.0007389890629618681
IPR020575	Hsp90_N	2	['HSC82', 'HSP82']	['P15108', 'P02829']	55.00813008130081	0.016260162601626018	0.0002955956251847473
IPR002014	VHS_dom	1	['HSE1']	['P38753']	13.752032520325203	0.008130081300813009	0.0005911912503694946
IPR000300	IPPc	1	['INP54']	['Q08227']	13.752032520325203	0.008130081300813009	0.0005911912503694946
IPR000593	RasGAP_C	1	['IQG1']	['Q12280']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR001936	RasGAP_dom	1	['IQG1']	['Q12280']	13.752032520325203	0.008130081300813009	0.0005911912503694946
IPR000648	Oxysterol-bd	1	['KES1']	['P35844']	13.752032520325203	0.008130081300813009	0.0005911912503694946
IPR001772	KA1_dom	1	['KIN1']	['P13185']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR000697	WH1/EVH1_dom	1	['LAS17']	['Q12446']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR003124	WH2_dom	1	['LAS17']	['Q12446']	18.336043360433607	0.008130081300813009	0.0004433934377771209
IPR002048	EF_hand_dom	3	['MLC1', 'MLC1', 'MLC2']	['P53141', 'P53141', 'Q06580']	8.685494223363285	0.024390243902439025	0.002808158439255099
IPR001878	Znf_CCHC	1	['MPE1']	['P35728']	2.200325203252033	0.008130081300813009	0.0036949453148093407
IPR014891	DWNN_domain	1	['MPE1']	['P35728']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR012965	Msb1/Mug8_dom	1	['MSB1']	['P21339']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR000195	Rab-GAP-TBC_dom	2	['MSB3', 'MSB4']	['P48566', 'Q12317']	10.001478196600148	0.016260162601626018	0.00162577593851611
IPR001609	Myosin_head_motor_dom	2	['MYO1', 'MYO2']	['P08964', 'P19524']	22.00325203252033	0.016260162601626018	0.0007389890629618681
IPR004009	Myosin_N	2	['MYO1', 'MYO2']	['P08964', 'P19524']	36.67208672086721	0.016260162601626018	0.0004433934377771209
IPR002710	Dilute_dom	1	['MYO2']	['P19524']	18.336043360433607	0.008130081300813009	0.0004433934377771209
IPR046943	Fungal_Myo2/2A_CBD	1	['MYO2']	['P19524']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR000504	RRM_dom	2	['NAB3', 'NRD1']	['P38996', 'P53617']	1.1001626016260164	0.016260162601626018	0.014779781259237363
IPR006569	CID_dom	1	['NRD1']	['P53617']	18.336043360433607	0.008130081300813009	0.0004433934377771209
IPR048892	Nrd1_Seb1_dom2	1	['NRD1']	['P53617']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR003439	ABC_transporter-like_ATP-bd	1	['PAT1']	['P34230']	1.0378892468169967	0.008130081300813009	0.007833284067395802
IPR011527	ABC1_TM_dom	1	['PAT1']	['P34230']	2.8951647411210955	0.008130081300813009	0.002808158439255099
IPR000717	PCI_dom	1	['PCI8']	['P40512']	3.929152148664344	0.008130081300813009	0.002069169376293231
IPR000008	C2_dom	2	['PKC1', 'RSP5']	['P24583', 'P39940']	5.000739098300074	0.016260162601626018	0.00325155187703222
IPR002219	PE/DAG-bd	2	['PKC1', 'PKC1']	['P24583', 'P24583']	55.00813008130081	0.016260162601626018	0.0002955956251847473
IPR011072	HR1_rho-bd	2	['PKC1', 'PKC1']	['P24583', 'P24583']	55.00813008130081	0.016260162601626018	0.0002955956251847473
IPR004014	ATPase_P-typ_cation-transptr_N	1	['PMR1']	['P13586']	7.858304297328688	0.008130081300813009	0.0010345846881466155
IPR006068	ATPase_P-typ_cation-transptr_C	1	['PMR1']	['P13586']	11.001626016260165	0.008130081300813009	0.0007389890629618681
IPR044492	P_typ_ATPase_HD_dom	1	['PMR1']	['P13586']	3.6672086720867214	0.008130081300813009	0.0022169671888856044
IPR000406	Rho_GDI	1	['RDI1']	['Q12434']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR001781	Znf_LIM	4	['RGA1', 'RGA1', 'RGA2', 'RGA2']	['P39083', 'P39083', 'Q06407', 'Q06407']	24.448057813911475	0.032520325203252036	0.0013301803133313626
IPR000569	HECT_dom	1	['RSP5']	['P39940']	11.001626016260165	0.008130081300813009	0.0007389890629618681
IPR001202	WW_dom	3	['RSP5', 'RSP5', 'RSP5']	['P39940', 'P39940', 'P39940']	18.336043360433607	0.024390243902439025	0.0013301803133313626
IPR051973	tRNA_Anticodon_Mtase-Reg	1	['RTT10']	['Q08924']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR048625	Sec10_N	1	['SEC10']	['Q06245']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR048627	Sec10_HB	1	['SEC10']	['Q06245']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR046361	EXOC6/Sec15_C	1	['SEC15']	['P22224']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR048359	EXOC6_Sec15_N	1	['SEC15']	['P22224']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR009449	Sec2_N	1	['SEC2']	['P17065']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR019160	Sec3_CC	1	['SEC3']	['P33332']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR028258	Sec3-PIP2_bind	1	['SEC3']	['P33332']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR048628	Sec3_C	1	['SEC3']	['P33332']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR039481	EXOC2/Sec5_N_dom	1	['SEC5']	['P89102']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR018624	Sec66	1	['SEC66']	['P33754']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR007191	Sec8_exocyst_N	1	['SEC8']	['P32855']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR048630	Sec8_M	1	['SEC8']	['P32855']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR000727	T_SNARE_dom	3	['SEC9', 'SEC9', 'SPO20']	['P40357', 'P40357', 'Q04359']	9.707317073170731	0.024390243902439025	0.002512562814070352
IPR013724	GIT_SHD	4	['SPA2', 'SPA2', 'SPA2', 'SPA2']	['P23201', 'P23201', 'P23201', 'P23201']	36.67208672086721	0.032520325203252036	0.0008867868755542418
IPR022018	GIT1_C	1	['SPA2']	['P23201']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR013905	Lgl_C_dom	1	['SRO7']	['Q12038']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR042050	BIP_NBD	1	['SSD1']	['P16474']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR000159	RA_dom	1	['STE50']	['P25344']	27.504065040650406	0.008130081300813009	0.0002955956251847473
IPR015316	SAM_Ste50	1	['STE50']	['P25344']	55.00813008130081	0.008130081300813009	0.00014779781259237365
IPR001650	Helicase_C-like	1	['SUB2']	['Q07478']	0.6963054440670989	0.008130081300813009	0.011676027194797517
IPR011545	DEAD/DEAH_box_helicase_dom	1	['SUB2']	['Q07478']	0.9484160358844969	0.008130081300813009	0.008572273130357671
IPR014014	RNA_helicase_DEAD_Q_motif	1	['SUB2']	['Q07478']	2.750406504065041	0.008130081300813009	0.0029559562518474726
IPR001594	Palmitoyltrfase_DHHC	1	['SWF1']	['Q04629']	7.858304297328688	0.008130081300813009	0.0010345846881466155
IPR003163	Tscrpt_reg_HTH_APSES-type	1	['SWI4']	['P25302']	11.001626016260165	0.008130081300813009	0.0007389890629618681
IPR000533	Tropomyosin	3	['TPM1', 'TPM1', 'TPM2']	['P17536', 'P17536', 'P40414']	55.00813008130081	0.024390243902439025	0.0004433934377771209
IPR003008	Tubulin_FtsZ_GTPase	3	['TUB1', 'TUB2', 'TUB3']	['P09733', 'P02557', 'P09734']	41.256097560975604	0.024390243902439025	0.0005911912503694946
IPR018316	Tubulin/FtsZ_2-layer-sand-dom	3	['TUB1', 'TUB2', 'TUB3']	['P09733', 'P02557', 'P09734']	41.256097560975604	0.024390243902439025	0.0005911912503694946
IPR002108	ADF-H	2	['TWF1', 'TWF1']	['P53250', 'P53250']	22.00325203252033	0.016260162601626018	0.0007389890629618681
IPR000594	ThiF_NAD_FAD-bd	1	['UBA4']	['P38820']	6.112014453477869	0.008130081300813009	0.0013301803133313626
IPR001763	Rhodanese-like_dom	1	['UBA4']	['P38820']	5.000739098300074	0.008130081300813009	0.00162577593851611
IPR007365	TFR-like_dimer_dom	1	['VPS70']	['P47161']	18.336043360433607	0.008130081300813009	0.0004433934377771209
IPR007484	Peptidase_M28	1	['VPS70']	['P47161']	9.168021680216803	0.008130081300813009	0.0008867868755542418
