Domain Accession	Domain name	Count	Proteins	Accession proteins	N_dl/N_pl / N_dy/N_py	N_d_list/N_p_list	N_d_yeast/N_p_yeast
IPR000195	Rab-GAP-TBC_dom	2	['MSB3', 'MSB4']	['P48566', 'Q12317']	14.304439746300211	0.023255813953488372	0.00162577593851611
IPR000504	RRM_dom	4	['NAB3', 'NOP13', 'NOP13', 'NRD1']	['P38996', 'P53883', 'P53883', 'P53617']	3.1469767441860466	0.046511627906976744	0.014779781259237363
IPR006569	CID_dom	1	['NRD1']	['P53617']	26.224806201550386	0.011627906976744186	0.0004433934377771209
IPR048892	Nrd1_Seb1_dom2	1	['NRD1']	['P53617']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR000717	PCI_dom	1	['PCI8']	['P40512']	5.619601328903654	0.011627906976744186	0.002069169376293231
IPR000406	Rho_GDI	1	['RDI1']	['Q12434']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR001781	Znf_LIM	4	['RGA1', 'RGA1', 'RGA2', 'RGA2']	['P39083', 'P39083', 'Q06407', 'Q06407']	34.96640826873385	0.046511627906976744	0.0013301803133313626
IPR001060	FCH_dom	1	['RGD1']	['P38339']	19.668604651162788	0.011627906976744186	0.0005911912503694946
IPR031160	F_BAR	1	['RGD1']	['P38339']	19.668604651162788	0.011627906976744186	0.0005911912503694946
IPR001025	BAH_dom	1	['RSC2']	['Q06488']	15.734883720930233	0.011627906976744186	0.0007389890629618681
IPR001487	Bromodomain	2	['RSC2', 'RSC2']	['Q06488', 'Q06488']	9.834302325581394	0.023255813953488372	0.0023647650014779783
IPR000008	C2_dom	1	['RSP5']	['P39940']	3.576109936575053	0.011627906976744186	0.00325155187703222
IPR000569	HECT_dom	1	['RSP5']	['P39940']	15.734883720930233	0.011627906976744186	0.0007389890629618681
IPR051973	tRNA_Anticodon_Mtase-Reg	1	['RTT10']	['Q08924']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR046361	EXOC6/Sec15_C	1	['SEC15']	['P22224']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR048359	EXOC6_Sec15_N	1	['SEC15']	['P22224']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR019160	Sec3_CC	1	['SEC3']	['P33332']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR028258	Sec3-PIP2_bind	1	['SEC3']	['P33332']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR048628	Sec3_C	1	['SEC3']	['P33332']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR039481	EXOC2/Sec5_N_dom	1	['SEC5']	['P89102']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR007191	Sec8_exocyst_N	1	['SEC8']	['P32855']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR048630	Sec8_M	1	['SEC8']	['P32855']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR000727	T_SNARE_dom	3	['SEC9', 'SEC9', 'SPO20']	['P40357', 'P40357', 'Q04359']	13.883720930232558	0.03488372093023256	0.002512562814070352
IPR001623	DnaJ_domain	1	['SIS1']	['P25294']	3.746400885935769	0.011627906976744186	0.0031037540644398465
IPR002939	DnaJ_C	1	['SIS1']	['P25294']	13.112403100775193	0.011627906976744186	0.0008867868755542418
IPR013724	GIT_SHD	4	['SPA2', 'SPA2', 'SPA2', 'SPA2']	['P23201', 'P23201', 'P23201', 'P23201']	52.44961240310077	0.046511627906976744	0.0008867868755542418
IPR022018	GIT1_C	1	['SPA2']	['P23201']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR015898	G-protein_gamma-like_dom	1	['STE18']	['P18852']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR001632	Gprotein_B	4	['STE4', 'STE4', 'STE4', 'STE4']	['P18851', 'P18851', 'P18851', 'P18851']	78.67441860465115	0.046511627906976744	0.0005911912503694946
IPR021106	Ste5_Fus3-bd_dom	1	['STE5']	['P32917']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR021651	Ste5_Fus-binding	1	['STE5']	['P32917']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR000159	RA_dom	1	['STE50']	['P25344']	39.337209302325576	0.011627906976744186	0.0002955956251847473
IPR015316	SAM_Ste50	1	['STE50']	['P25344']	78.67441860465115	0.011627906976744186	0.00014779781259237365
IPR001650	Helicase_C-like	1	['SUB2']	['Q07478']	0.9958787165145717	0.011627906976744186	0.011676027194797517
IPR011545	DEAD/DEAH_box_helicase_dom	1	['SUB2']	['Q07478']	1.3564554931836408	0.011627906976744186	0.008572273130357671
IPR014014	RNA_helicase_DEAD_Q_motif	1	['SUB2']	['Q07478']	3.933720930232558	0.011627906976744186	0.0029559562518474726
IPR014805	SKG6/TOS2-like	2	['TOS2', 'TOS2']	['P50078', 'P50078']	52.44961240310077	0.023255813953488372	0.0004433934377771209
IPR000533	Tropomyosin	3	['TPM1', 'TPM1', 'TPM2']	['P17536', 'P17536', 'P40414']	78.67441860465117	0.03488372093023256	0.0004433934377771209
IPR002108	ADF-H	2	['TWF1', 'TWF1']	['P53250', 'P53250']	31.469767441860466	0.023255813953488372	0.0007389890629618681
IPR007365	TFR-like_dimer_dom	1	['VPS70']	['P47161']	26.224806201550386	0.011627906976744186	0.0004433934377771209
IPR007484	Peptidase_M28	1	['VPS70']	['P47161']	13.112403100775193	0.011627906976744186	0.0008867868755542418
IPR003961	FN3_dom	1	['YEL043W']	['P32618']	39.337209302325576	0.011627906976744186	0.0002955956251847473
