Domain Accession	Domain name	Count	Proteins	Accession proteins	Enrichment Score	Ratio in Protein Set	Ratio in Yeast Set	Hypergeometric p-value
IPR001452	SH3_domain	13	['Bem1', 'Bem1', 'Boi1', 'Boi2', 'Bud14', 'Bzz1', 'Bzz1', 'Hse1', 'Lsb1', 'Myo3', 'Myo5', 'Pin3', 'Sho1']	['P29366', 'P29366', 'P38041', 'P39969', 'P27637', 'P38822', 'P38822', 'P38753', 'P53281', 'P36006', 'Q04439', 'Q06449', 'P40073']	17.678410553410554	0.058558558558558564	0.003312433455577901	5.269266418823092e-14
IPR000651	Ras-like_Gua-exchang_fac_N	3	['Bem2', 'Bud5', 'Lte1']	['P39960', 'P25300', 'P07866']	22.845945945945946	0.013513513513513514	0.0005915059742103397	0.00017188986497638492
IPR001849	PH_domain	12	['Bem2', 'Bem3', 'Boi1', 'Boi2', 'Bud4', 'Cdc24', 'Cla4', 'Osh2', 'Osh3', 'Skm1', 'Slm1', 'Swh1']	['P39960', 'P32873', 'P38041', 'P39969', 'P47136', 'P11433', 'P48562', 'Q12451', 'P38713', 'Q12469', 'P40485', 'P35845']	14.73931996512642	0.054054054054054064	0.0036673370401041046	7.27839009780483e-12
IPR001895	RASGEF_cat_dom	3	['Bem2', 'Bud5', 'Lte1']	['P39960', 'P25300', 'P07866']	22.845945945945946	0.013513513513513514	0.0005915059742103397	0.00017188986497638492
IPR040144	RAP1GDS1	1	['Bem4']	['P39011']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR039604	Bfr1	1	['Bfr1']	['P38934']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000938	CAP-Gly_domain	2	['Bik1', 'Nip100']	['P11709', 'P33420']	19.03828828828829	0.009009009009009007	0.0004732047793682716	0.003978650060965632
IPR023410	14-3-3_domain	2	['Bmh1', 'Bmh2']	['P29311', 'P34730']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR010472	FH3_dom	1	['Bni1']	['P41832']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR010473	GTPase-bd	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR014767	DAD_dom	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR015425	FH2_Formin	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR014768	GBD/FH3_dom	1	['Bnr1']	['P40450']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001660	SAM	3	['Boi1', 'Boi2', 'Ste11']	['P38041', 'P39969', 'P23561']	28.55743243243243	0.013513513513513514	0.0004732047793682716	7.011720205946046e-05
IPR001841	Znf_RING	4	['Bre1', 'Dma1', 'Dma2', 'Far1']	['Q07457', 'P38823', 'P53924', 'P21268']	4.2307307307307305	0.018018018018018014	0.0042588430143144455	0.01412234661781099
IPR013087	Znf_C2H2_type	10	['Bre1', 'Fzf1', 'Fzf1', 'Fzf1', 'Fzf1', 'Fzf1', 'Mig2', 'Mig2', 'Mig3', 'Mig3']	['Q07457', 'P32805', 'P32805', 'P32805', 'P32805', 'P32805', 'P53035', 'P53035', 'P39943', 'P39943']	3.558558558558558	0.045045045045045036	0.012658227848101266	0.00048384411057420115
IPR000008	C2_dom	3	['Bud2', 'Pkc1', 'Rsp5']	['P33314', 'P24583', 'P39940']	5.192260442260441	0.013513513513513514	0.002602626286525494	0.019041336776875167
IPR001936	RasGAP_dom	2	['Bud2', 'Iqg1']	['P33314', 'Q12280']	19.03828828828829	0.009009009009009007	0.0004732047793682716	0.003978650060965632
IPR000219	DH-domain	4	['Bud3', 'Cdc24', 'Fus2', 'Rom2']	['P25558', 'P11433', 'Q05670', 'P51862']	25.38438438438439	0.018018018018018014	0.0007098071690524074	6.665898132722247e-06
IPR021895	Bud3_N	1	['Bud3']	['P25558']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001748	BUD31	1	['Bud31']	['P25337']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR005613	AIP3_C	1	['Bud6']	['P41697']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001060	FCH_dom	2	['Bzz1', 'Rgd1']	['P38822', 'P38339']	19.03828828828829	0.009009009009009007	0.0004732047793682716	0.003978650060965632
IPR031160	F_BAR	2	['Bzz1', 'Rgd1']	['P38822', 'P38339']	19.03828828828829	0.009009009009009007	0.0004732047793682716	0.003978650060965632
IPR002189	CapZ_alpha	1	['Cap1']	['P28495']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001698	CAPZB	1	['Cap2']	['P13517']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000961	AGC-kinase_C	2	['Cbk1', 'Pkc1']	['P53894', 'P24583']	5.857934857934858	0.009009009009009007	0.0015379155329468827	0.04427287121608945
IPR002423	Cpn60/GroEL/TCP-1	3	['Cct2', 'Cct6', 'Cct7']	['P39076', 'P39079', 'P42943']	14.278716216216216	0.013513513513513514	0.0009464095587365432	0.0009077354566423099
IPR030379	G_SEPTIN_dom	2	['Cdc11', 'Cdc12']	['P32458', 'P32468']	10.879021879021881	0.009009009009009007	0.0008281083638944754	0.013217240001380946
IPR001715	CH_dom	2	['Cdc24', 'Iqg1']	['P11433', 'Q12280']	9.519144144144144	0.009009009009009007	0.0009464095587365432	0.017320408183130586
IPR013855	Cdc37_N_dom	1	['Cdc37']	['P06101']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013873	Cdc37_C	1	['Cdc37']	['P06101']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013874	Cdc37_Hsp90-bd	1	['Cdc37']	['P06101']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR041960	GGTase_I_beta	1	['Cdc43']	['P18898']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR015348	Clathrin_H-chain_linker_core	1	['Chc1']	['P22137']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR003961	FN3_dom	2	['Chs5', 'Yel043w']	['Q12114', 'P32618']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR031673	Chs5_N	1	['Chs5']	['Q12114']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR007859	ETF-QO/FixX_C	1	['Cir2']	['Q08822']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR049398	ETF-QO/FixC_UQ-bd	1	['Cir2']	['Q08822']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000095	CRIB_dom	5	['Cla4', 'Gic1', 'Gic2', 'Skm1', 'Ste20']	['P48562', 'P38785', 'Q06648', 'Q12469', 'Q03497']	38.07657657657657	0.022522522522522518	0.0005915059742103397	1.1954407592718786e-08
IPR006671	Cyclin_N	5	['Cln2', 'Cln3', 'Pcl1', 'Pcl2', 'Pcl9']	['P20438', 'P13365', 'P24867', 'P25693', 'Q12477']	11.89893018018018	0.022522522522522518	0.0018928191174730864	4.118318043029888e-05
IPR027357	DOCKER_dom	1	['Dck1']	['Q06409']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR016900	Alg10	1	['Die2']	['P50076']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR032630	P_typ_ATPase_c	2	['Dnf1', 'Dnf2']	['P32660', 'Q12675']	15.230630630630632	0.009009009009009007	0.0005915059742103397	0.006516490191613864
IPR032631	P-type_ATPase_N	2	['Dnf1', 'Dnf2']	['P32660', 'Q12675']	15.230630630630632	0.009009009009009007	0.0005915059742103397	0.006516490191613864
IPR044492	P_typ_ATPase_HD_dom	3	['Dnf1', 'Dnf2', 'Pmr1']	['P32660', 'Q12675', 'P13586']	7.615315315315316	0.013513513513513514	0.0017745179226310187	0.0064374183853974035
IPR004273	Dynein_heavy_D6_P-loop	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013594	Dynein_heavy_tail	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013602	Dynein_heavy_linker	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR024743	Dynein_HC_stalk	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR035706	AAA_9	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR041658	AAA_lid_11	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048404	DYN1_lid	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR054354	DYNC2H1-like_lid	1	['Dyn1']	['P36022']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001372	Dynein_light_chain_typ-1/2	1	['Dyn2']	['Q02647']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR022780	Dynein_light_int_chain	1	['Dyn3']	['Q04949']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001251	CRAL-TRIO_dom	2	['Ecm25', 'Sfh5']	['P32525', 'P47008']	10.879021879021881	0.009009009009009007	0.0008281083638944754	0.013217240001380946
IPR000261	EH_dom	5	['Ede1', 'Ede1', 'Ede1', 'Pan1', 'Pan1']	['P34216', 'P34216', 'P34216', 'P32521', 'P32521']	21.15365365365365	0.022522522522522518	0.0010647107535786114	1.381464515667889e-06
IPR037289	Elp2	1	['Elp2']	['P42935']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR032432	Radical_SAM_C	1	['Elp3']	['Q02908']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR008728	Elongator_complex_protein_4	1	['Elp4']	['Q02884']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR018627	ELP6	1	['Elp6']	['Q04868']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013809	ENTH	2	['Ent1', 'Ent2']	['Q12518', 'Q05785']	15.230630630630632	0.009009009009009007	0.0005915059742103397	0.006516490191613864
IPR000297	PPIase_PpiC	1	['Ess1']	['P22696']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001202	WW_dom	4	['Ess1', 'Rsp5', 'Rsp5', 'Rsp5']	['P22696', 'P39940', 'P39940', 'P39940']	16.922922922922922	0.018018018018018014	0.0010647107535786114	5.260508368386046e-05
IPR046364	Exo70_C	1	['Exo70']	['P19658']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000648	Oxysterol-bd	4	['Hes1', 'Kes1', 'Osh6', 'Osh7']	['P35843', 'P35844', 'Q02201', 'P38755']	38.07657657657658	0.018018018018018014	0.0004732047793682716	4.6331554930745173e-07
IPR039295	MSB2	2	['Hkr1', 'Msb2']	['P41809', 'P32334']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR003594	HATPase_dom	2	['Hsc82', 'Hsp82']	['P15108', 'P02829']	15.230630630630632	0.009009009009009007	0.0005915059742103397	0.006516490191613864
IPR020575	Hsp90_N	2	['Hsc82', 'Hsp82']	['P15108', 'P02829']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR035075	PRMT5	1	['Hsl7']	['P38274']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR035247	PRMT5_TIM	1	['Hsl7']	['P38274']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR035248	PRMT5_C	1	['Hsl7']	['P38274']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000593	RasGAP_C	1	['Iqg1']	['Q12280']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR028133	Dynamitin	1	['Jnm1']	['P36224']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001752	Kinesin_motor_dom	2	['Kip3', 'Smy1']	['P53086', 'P32364']	12.692192192192195	0.009009009009009007	0.0007098071690524074	0.009606178371543641
IPR000697	WH1/EVH1_dom	1	['Las17']	['Q12446']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR003124	WH2_dom	3	['Las17', 'Vrp1', 'Vrp1']	['Q12446', 'P37370', 'P37370']	38.07657657657658	0.013513513513513514	0.0003549035845262037	1.7876787177086474e-05
IPR037588	MLST8	1	['Lst8']	['P41318']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR003163	Tscrpt_reg_HTH_APSES-type	2	['Mbp1', 'Swi4']	['P39678', 'P25302']	15.230630630630632	0.009009009009009007	0.0005915059742103397	0.006516490191613864
IPR002048	EF_hand_dom	5	['Mlc1', 'Mlc1', 'Mlc2', 'Pef1', 'Pef1']	['P53141', 'P53141', 'Q06580', 'P53238', 'P53238']	10.020151730678046	0.022522522522522518	0.00224772270199929	0.00010278639125637696
IPR014891	DWNN_domain	1	['Mpe1']	['P35728']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR012965	Msb1/Mug8_dom	1	['Msb1']	['P21339']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000195	Rab-GAP-TBC_dom	2	['Msb3', 'Msb4']	['P48566', 'Q12317']	6.923013923013923	0.009009009009009007	0.001301313143262747	0.03230712699536245
IPR002893	Znf_MYND	1	['Mub1']	['Q03162']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001609	Myosin_head_motor_dom	4	['Myo1', 'Myo2', 'Myo3', 'Myo5']	['P08964', 'P19524', 'P36006', 'Q04439']	30.461261261261264	0.018018018018018014	0.0005915059742103397	2.268760116213319e-06
IPR004009	Myosin_N	2	['Myo1', 'Myo2']	['P08964', 'P19524']	25.38438438438439	0.009009009009009007	0.0003549035845262037	0.0020243836315553287
IPR046943	Fungal_Myo2/2A_CBD	1	['Myo2']	['P19524']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR010926	Myosin_TH1	2	['Myo3', 'Myo5']	['P36006', 'Q04439']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR000504	RRM_dom	9	['Nab3', 'Nop13', 'Nop13', 'Nrd1', 'Nrp1', 'Pub1', 'Pub1', 'Pub1', 'Whi3']	['P38996', 'P53883', 'P53883', 'P53617', 'P32770', 'P32588', 'P32588', 'P32588', 'P34761']	3.426891891891892	0.040540540540540536	0.011830119484206793	0.0012100277769955547
IPR048892	Nrd1_Seb1_dom2	1	['Nrd1']	['P53617']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001876	Znf_RanBP2	2	['Nrp1', 'Nrp1']	['P32770', 'P32770']	19.03828828828829	0.009009009009009007	0.0004732047793682716	0.003978650060965632
IPR017252	Dynein_regulator_LIS1	1	['Pac1']	['P39946']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR050687	Dynein_IC	1	['Pac11']	['P40960']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013182	DUF1720	2	['Pan1', 'Pan1']	['P32521', 'P32521']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR000717	PCI_dom	4	['Pci8', 'Rpg1', 'Thp1', 'Thp3']	['P40512', 'P38249', 'Q08231', 'Q12049']	10.879021879021881	0.018018018018018014	0.0016562167277889507	0.00037675069060625325
IPR002219	PE/DAG-bd	2	['Pkc1', 'Pkc1']	['P24583', 'P24583']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR011072	HR1_rho-bd	2	['Pkc1', 'Pkc1']	['P24583', 'P24583']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
IPR001781	Znf_LIM	6	['Pxl1', 'Pxl1', 'Rga1', 'Rga1', 'Rga2', 'Rga2']	['P36166', 'P36166', 'P39083', 'P39083', 'Q06407', 'Q06407']	25.38438438438439	0.027027027027027032	0.0010647107535786114	2.4135115060964e-08
IPR024982	Rax2-like_C	1	['Rax2']	['Q12465']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048265	Rax2-like_third	1	['Rax2']	['Q12465']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048266	Rax2-like_second	1	['Rax2']	['Q12465']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000406	Rho_GDI	1	['Rdi1']	['Q12434']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR019623	Rot1	1	['Rot1']	['Q03691']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR054711	eIF3a_PCI_TPR-like	1	['Rpg1']	['P38249']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR051973	tRNA_Anticodon_Mtase-Reg	1	['Rtt10']	['Q08924']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048625	Sec10_N	1	['Sec10']	['Q06245']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR046361	EXOC6/Sec15_C	1	['Sec15']	['P22224']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048359	EXOC6_Sec15_N	1	['Sec15']	['P22224']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR009449	Sec2_N	1	['Sec2']	['P17065']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR019160	Sec3_CC	1	['Sec3']	['P33332']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR028258	Sec3-PIP2_bind	1	['Sec3']	['P33332']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048628	Sec3_C	1	['Sec3']	['P33332']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR039481	EXOC2/Sec5_N_dom	1	['Sec5']	['P89102']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR018624	Sec66	1	['Sec66']	['P33754']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR007191	Sec8_exocyst_N	1	['Sec8']	['P32855']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR048630	Sec8_M	1	['Sec8']	['P32855']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000727	T_SNARE_dom	3	['Sec9', 'Sec9', 'Spo20']	['P40357', 'P40357', 'Q04359']	6.719395866454691	0.013513513513513514	0.0020111203123151546	0.00925617475600896
IPR002939	DnaJ_C	2	['Sis1', 'Ydj1']	['P25294', 'P25491']	12.692192192192195	0.009009009009009007	0.0007098071690524074	0.009606178371543641
IPR013220	Mms22_budding_yeast	1	['Slm2']	['Q06164']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR018958	Knr4/Smi1-like_dom	1	['Smi1']	['P32566']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013896	SNF1_UBA	1	['Snf1']	['P06782']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR032270	AMPK_C	1	['Snf1']	['P06782']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013724	GIT_SHD	6	['Spa2', 'Spa2', 'Spa2', 'Spa2', 'Sph1', 'Sph1']	['P23201', 'P23201', 'P23201', 'P23201', 'Q06160', 'Q06160']	38.07657657657658	0.027027027027027032	0.0007098071690524074	3.07067524574698e-10
IPR022018	GIT1_C	1	['Spa2']	['P23201']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR042050	BIP_NBD	1	['Ssd1']	['P16474']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029458	Ras-bd_By2	1	['Ste11']	['P23561']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR015898	G-protein_gamma-like_dom	1	['Ste18']	['P18852']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000366	GPCR_STE2	1	['Ste2']	['D6VTK4']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001499	GPCR_STE3	1	['Ste3']	['P06783']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001632	Gprotein_B	4	['Ste4', 'Ste4', 'Ste4', 'Ste4']	['P18851', 'P18851', 'P18851', 'P18851']	38.07657657657658	0.018018018018018014	0.0004732047793682716	4.6331554930745173e-07
IPR021106	Ste5_Fus3-bd_dom	1	['Ste5']	['P32917']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR021651	Ste5_Fus-binding	1	['Ste5']	['P32917']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR015316	SAM_Ste50	1	['Ste50']	['P25344']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR034085	TOG	2	['Stu2', 'Stu2']	['P46675', 'P46675']	19.03828828828829	0.009009009009009007	0.0004732047793682716	0.003978650060965632
IPR048492	Stu2_CTS	1	['Stu2']	['P46675']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR040822	Swi6_N	1	['Swi6']	['P09959']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR014805	SKG6/TOS2-like	2	['Tos2', 'Tos2']	['P50078', 'P50078']	25.38438438438439	0.009009009009009007	0.0003549035845262037	0.0020243836315553287
IPR000533	Tropomyosin	3	['Tpm1', 'Tpm1', 'Tpm2']	['P17536', 'P17536', 'P40414']	38.07657657657658	0.013513513513513514	0.0003549035845262037	1.7876787177086474e-05
IPR028267	Pianissimo_N	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029451	RICTOR_M	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029452	RICTOR_V	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029453	Rictor_IV	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR003008	Tubulin_FtsZ_GTPase	3	['Tub1', 'Tub2', 'Tub3']	['P09733', 'P02557', 'P09734']	28.55743243243243	0.013513513513513514	0.0004732047793682716	7.011720205946046e-05
IPR018316	Tubulin/FtsZ_2-layer-sand-dom	3	['Tub1', 'Tub2', 'Tub3']	['P09733', 'P02557', 'P09734']	28.55743243243243	0.013513513513513514	0.0004732047793682716	7.011720205946046e-05
IPR002108	ADF-H	2	['Twf1', 'Twf1']	['P53250', 'P53250']	15.230630630630632	0.009009009009009007	0.0005915059742103397	0.006516490191613864
IPR013941	ZDS1_C	2	['Zds1', 'Zds2']	['P50111', 'P54786']	38.07657657657658	0.009009009009009007	0.0002366023896841358	0.0006867124019559398
