Domain Accession	Domain name	Count	Proteins	Accession proteins	N_dl/N_pl / N_dy/N_py	N_d_list/N_p_list	N_d_yeast/N_p_yeast
IPR001452	SH3_domain	13	['Bem1', 'Bem1', 'Boi1', 'Boi2', 'Bud14', 'Bzz1', 'Bzz1', 'Hse1', 'Lsb1', 'Myo3', 'Myo5', 'Pin3', 'Sho1']	['P29366', 'P29366', 'P38041', 'P39969', 'P27637', 'P38822', 'P38822', 'P38753', 'P53281', 'P36006', 'Q04439', 'Q06449', 'P40073']	12.270926339285714	0.05078125	0.004138339
IPR000938	CAP-Gly_domain	2	['Bik1', 'Nip100']	['P11709', 'P33420']	13.214843749999998	0.0078125	0.000591191
IPR001936	RasGAP_dom	2	['Bud2', 'Iqg1']	['P33314', 'Q12280']	13.214843749999998	0.0078125	0.000591191
IPR001060	FCH_dom	2	['Bzz1', 'Rgd1']	['P38822', 'P38339']	13.214843749999998	0.0078125	0.000591191
IPR031160	F_BAR	2	['Bzz1', 'Rgd1']	['P38822', 'P38339']	13.214843749999998	0.0078125	0.000591191
IPR001876	Znf_RanBP2	2	['Nrp1', 'Nrp1']	['P32770', 'P32770']	13.214843749999998	0.0078125	0.000591191
IPR034085	TOG	2	['Stu2', 'Stu2']	['P46675', 'P46675']	13.214843749999998	0.0078125	0.000591191
IPR037516	Tripartite_DENN	1	['Afi1']	['Q99222']	13.214843749999998	0.00390625	0.000295596
IPR013745	Bit61/PRR5	1	['Bit61']	['P47041']	13.214843749999998	0.00390625	0.000295596
IPR003377	Cornichon	1	['Erv14']	['P53173']	13.214843749999998	0.00390625	0.000295596
IPR012946	X8	1	['Gas1']	['P22146']	13.214843749999998	0.00390625	0.000295596
IPR031850	Fungal_KA1_dom	1	['Gin4']	['Q12263']	13.214843749999998	0.00390625	0.000295596
IPR001019	Gprotein_alpha_su	1	['Gpa2']	['P10823']	13.214843749999998	0.00390625	0.000295596
IPR018859	BAR_dom-cont	1	['Gvp36']	['P40531']	13.214843749999998	0.00390625	0.000295596
IPR001772	KA1_dom	1	['Kin1']	['P13185']	13.214843749999998	0.00390625	0.000295596
IPR005301	MOB_kinase_act_fam	1	['Mob2']	['P43563']	13.214843749999998	0.00390625	0.000295596
IPR041675	PH_5	1	['Rom2']	['P51862']	13.214843749999998	0.00390625	0.000295596
IPR048627	Sec10_HB	1	['Sec10']	['Q06245']	13.214843749999998	0.00390625	0.000295596
IPR013905	Lgl_C_dom	1	['Sro7']	['Q12038']	13.214843749999998	0.00390625	0.000295596
IPR000159	RA_dom	1	['Ste50']	['P25344']	13.214843749999998	0.00390625	0.000295596
IPR005062	SAC3/GANP/THP3_conserved	1	['Thp3']	['Q12049']	13.214843749999998	0.00390625	0.000295596
IPR009076	FRB_dom	1	['Tor2']	['P32600']	13.214843749999998	0.00390625	0.000295596
IPR024585	mTOR_dom	1	['Tor2']	['P32600']	13.214843749999998	0.00390625	0.000295596
IPR039198	Srl3/Whi5	1	['Whi5']	['Q12416']	13.214843749999998	0.00390625	0.000295596
IPR000261	EH_dom	5	['Ede1', 'Ede1', 'Ede1', 'Pan1', 'Pan1']	['P34216', 'P34216', 'P34216', 'P32521', 'P32521']	14.683159722222223	0.01953125	0.00133018
IPR000651	Ras-like_Gua-exchang_fac_N	3	['Bem2', 'Bud5', 'Lte1']	['P39960', 'P25300', 'P07866']	15.86	0.01171875	0.000738989
IPR001895	RASGEF_cat_dom	3	['Bem2', 'Bud5', 'Lte1']	['P39960', 'P25300', 'P07866']	15.86	0.01171875	0.000738989
IPR001781	Znf_LIM	6	['Pxl1', 'Pxl1', 'Rga1', 'Rga1', 'Rga2', 'Rga2']	['P36166', 'P36166', 'P39083', 'P39083', 'Q06407', 'Q06407']	17.619791666666668	0.0234375	0.00133018
IPR000219	DH-domain	4	['Bud3', 'Cdc24', 'Fus2', 'Rom2']	['P25558', 'P11433', 'Q05670', 'P51862']	17.619791666666668	0.015625	0.000886787
IPR004009	Myosin_N	2	['Myo1', 'Myo2']	['P08964', 'P19524']	17.619791666666668	0.0078125	0.000443393
IPR014805	SKG6/TOS2-like	2	['Tos2', 'Tos2']	['P50078', 'P50078']	17.619791666666668	0.0078125	0.000443393
IPR001660	SAM	3	['Boi1', 'Boi2', 'Ste11']	['P38041', 'P39969', 'P23561']	19.822265624999996	0.01171875	0.000591191
IPR003008	Tubulin_FtsZ_GTPase	3	['Tub1', 'Tub2', 'Tub3']	['P09733', 'P02557', 'P09734']	19.822265624999996	0.01171875	0.000591191
IPR018316	Tubulin/FtsZ_2-layer-sand-dom	3	['Tub1', 'Tub2', 'Tub3']	['P09733', 'P02557', 'P09734']	19.822265624999996	0.01171875	0.000591191
IPR001609	Myosin_head_motor_dom	4	['Myo1', 'Myo2', 'Myo3', 'Myo5']	['P08964', 'P19524', 'P36006', 'Q04439']	21.14	0.015625	0.000738989
IPR000198	RhoGAP_dom	9	['Bag7', 'Bem2', 'Bem3', 'Ecm25', 'Rga1', 'Rga2', 'Rgd1', 'Sac7', 'Yhr182w']	['Q12128', 'P39960', 'P32873', 'P32525', 'P39083', 'Q06407', 'P38339', 'P17121', 'P38870']	21.624289772727273	0.03515625	0.001625776
IPR006644	Cadg	4	['Axl2', 'Axl2', 'Axl2', 'Axl2']	['P38928', 'P38928', 'P38928', 'P38928']	26.429687499999996	0.015625	0.000591191
IPR000648	Oxysterol-bd	4	['Hes1', 'Kes1', 'Osh6', 'Osh7']	['P35843', 'P35844', 'Q02201', 'P38755']	26.429687499999996	0.015625	0.000591191
IPR001632	Gprotein_B	4	['Ste4', 'Ste4', 'Ste4', 'Ste4']	['P18851', 'P18851', 'P18851', 'P18851']	26.429687499999996	0.015625	0.000591191
IPR000270	PB1_dom	2	['Bem1', 'Cdc24']	['P29366', 'P11433']	26.429687499999996	0.0078125	0.000295596
IPR023410	14-3-3_domain	2	['Bmh1', 'Bmh2']	['P29311', 'P34730']	26.429687499999996	0.0078125	0.000295596
IPR010473	GTPase-bd	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	26.429687499999996	0.0078125	0.000295596
IPR014767	DAD_dom	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	26.429687499999996	0.0078125	0.000295596
IPR015425	FH2_Formin	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	26.429687499999996	0.0078125	0.000295596
IPR003961	FN3_dom	2	['Chs5', 'Yel043w']	['Q12114', 'P32618']	26.429687499999996	0.0078125	0.000295596
IPR039295	MSB2	2	['Hkr1', 'Msb2']	['P41809', 'P32334']	26.429687499999996	0.0078125	0.000295596
IPR020575	Hsp90_N	2	['Hsc82', 'Hsp82']	['P15108', 'P02829']	26.429687499999996	0.0078125	0.000295596
IPR010926	Myosin_TH1	2	['Myo3', 'Myo5']	['P36006', 'Q04439']	26.429687499999996	0.0078125	0.000295596
IPR013182	DUF1720	2	['Pan1', 'Pan1']	['P32521', 'P32521']	26.429687499999996	0.0078125	0.000295596
IPR002219	PE/DAG-bd	2	['Pkc1', 'Pkc1']	['P24583', 'P24583']	26.429687499999996	0.0078125	0.000295596
IPR011072	HR1_rho-bd	2	['Pkc1', 'Pkc1']	['P24583', 'P24583']	26.429687499999996	0.0078125	0.000295596
IPR013941	ZDS1_C	2	['Zds1', 'Zds2']	['P50111', 'P54786']	26.429687499999996	0.0078125	0.000295596
IPR012860	Afi1_N	1	['Afi1']	['Q99222']	26.429687499999996	0.00390625	0.000147798
IPR031313	Sin1_PH_dom	1	['Avo1']	['Q08236']	26.429687499999996	0.00390625	0.000147798
IPR031567	CRIM_dom	1	['Avo1']	['Q08236']	26.429687499999996	0.00390625	0.000147798
IPR040144	RAP1GDS1	1	['Bem4']	['P39011']	26.429687499999996	0.00390625	0.000147798
IPR039604	Bfr1	1	['Bfr1']	['P38934']	26.429687499999996	0.00390625	0.000147798
IPR010472	FH3_dom	1	['Bni1']	['P41832']	26.429687499999996	0.00390625	0.000147798
IPR014768	GBD/FH3_dom	1	['Bnr1']	['P40450']	26.429687499999996	0.00390625	0.000147798
IPR021895	Bud3_N	1	['Bud3']	['P25558']	26.429687499999996	0.00390625	0.000147798
IPR001748	BUD31	1	['Bud31']	['P25337']	26.429687499999996	0.00390625	0.000147798
IPR005613	AIP3_C	1	['Bud6']	['P41697']	26.429687499999996	0.00390625	0.000147798
IPR002189	CapZ_alpha	1	['Cap1']	['P28495']	26.429687499999996	0.00390625	0.000147798
IPR001698	CAPZB	1	['Cap2']	['P13517']	26.429687499999996	0.00390625	0.000147798
IPR013855	Cdc37_N_dom	1	['Cdc37']	['P06101']	26.429687499999996	0.00390625	0.000147798
IPR013873	Cdc37_C	1	['Cdc37']	['P06101']	26.429687499999996	0.00390625	0.000147798
IPR013874	Cdc37_Hsp90-bd	1	['Cdc37']	['P06101']	26.429687499999996	0.00390625	0.000147798
IPR041960	GGTase_I_beta	1	['Cdc43']	['P18898']	26.429687499999996	0.00390625	0.000147798
IPR015348	Clathrin_H-chain_linker_core	1	['Chc1']	['P22137']	26.429687499999996	0.00390625	0.000147798
IPR031673	Chs5_N	1	['Chs5']	['Q12114']	26.429687499999996	0.00390625	0.000147798
IPR007859	ETF-QO/FixX_C	1	['Cir2']	['Q08822']	26.429687499999996	0.00390625	0.000147798
IPR049398	ETF-QO/FixC_UQ-bd	1	['Cir2']	['Q08822']	26.429687499999996	0.00390625	0.000147798
IPR027357	DOCKER_dom	1	['Dck1']	['Q06409']	26.429687499999996	0.00390625	0.000147798
IPR016900	Alg10	1	['Die2']	['P50076']	26.429687499999996	0.00390625	0.000147798
IPR004273	Dynein_heavy_D6_P-loop	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR013594	Dynein_heavy_tail	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR013602	Dynein_heavy_linker	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR024743	Dynein_HC_stalk	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR035706	AAA_9	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR041658	AAA_lid_11	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR048404	DYN1_lid	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR054354	DYNC2H1-like_lid	1	['Dyn1']	['P36022']	26.429687499999996	0.00390625	0.000147798
IPR001372	Dynein_light_chain_typ-1/2	1	['Dyn2']	['Q02647']	26.429687499999996	0.00390625	0.000147798
IPR022780	Dynein_light_int_chain	1	['Dyn3']	['Q04949']	26.429687499999996	0.00390625	0.000147798
IPR037289	Elp2	1	['Elp2']	['P42935']	26.429687499999996	0.00390625	0.000147798
IPR032432	Radical_SAM_C	1	['Elp3']	['Q02908']	26.429687499999996	0.00390625	0.000147798
IPR008728	Elongator_complex_protein_4	1	['Elp4']	['Q02884']	26.429687499999996	0.00390625	0.000147798
IPR018627	ELP6	1	['Elp6']	['Q04868']	26.429687499999996	0.00390625	0.000147798
IPR000297	PPIase_PpiC	1	['Ess1']	['P22696']	26.429687499999996	0.00390625	0.000147798
IPR046364	Exo70_C	1	['Exo70']	['P19658']	26.429687499999996	0.00390625	0.000147798
IPR035075	PRMT5	1	['Hsl7']	['P38274']	26.429687499999996	0.00390625	0.000147798
IPR035247	PRMT5_TIM	1	['Hsl7']	['P38274']	26.429687499999996	0.00390625	0.000147798
IPR035248	PRMT5_C	1	['Hsl7']	['P38274']	26.429687499999996	0.00390625	0.000147798
IPR000593	RasGAP_C	1	['Iqg1']	['Q12280']	26.429687499999996	0.00390625	0.000147798
IPR028133	Dynamitin	1	['Jnm1']	['P36224']	26.429687499999996	0.00390625	0.000147798
IPR000697	WH1/EVH1_dom	1	['Las17']	['Q12446']	26.429687499999996	0.00390625	0.000147798
IPR037588	MLST8	1	['Lst8']	['P41318']	26.429687499999996	0.00390625	0.000147798
IPR014891	DWNN_domain	1	['Mpe1']	['P35728']	26.429687499999996	0.00390625	0.000147798
IPR012965	Msb1/Mug8_dom	1	['Msb1']	['P21339']	26.429687499999996	0.00390625	0.000147798
IPR002893	Znf_MYND	1	['Mub1']	['Q03162']	26.429687499999996	0.00390625	0.000147798
IPR046943	Fungal_Myo2/2A_CBD	1	['Myo2']	['P19524']	26.429687499999996	0.00390625	0.000147798
IPR048892	Nrd1_Seb1_dom2	1	['Nrd1']	['P53617']	26.429687499999996	0.00390625	0.000147798
IPR017252	Dynein_regulator_LIS1	1	['Pac1']	['P39946']	26.429687499999996	0.00390625	0.000147798
IPR050687	Dynein_IC	1	['Pac11']	['P40960']	26.429687499999996	0.00390625	0.000147798
IPR024982	Rax2-like_C	1	['Rax2']	['Q12465']	26.429687499999996	0.00390625	0.000147798
IPR048265	Rax2-like_third	1	['Rax2']	['Q12465']	26.429687499999996	0.00390625	0.000147798
IPR048266	Rax2-like_second	1	['Rax2']	['Q12465']	26.429687499999996	0.00390625	0.000147798
IPR000406	Rho_GDI	1	['Rdi1']	['Q12434']	26.429687499999996	0.00390625	0.000147798
IPR019623	Rot1	1	['Rot1']	['Q03691']	26.429687499999996	0.00390625	0.000147798
IPR054711	eIF3a_PCI_TPR-like	1	['Rpg1']	['P38249']	26.429687499999996	0.00390625	0.000147798
IPR051973	tRNA_Anticodon_Mtase-Reg	1	['Rtt10']	['Q08924']	26.429687499999996	0.00390625	0.000147798
IPR048625	Sec10_N	1	['Sec10']	['Q06245']	26.429687499999996	0.00390625	0.000147798
IPR046361	EXOC6/Sec15_C	1	['Sec15']	['P22224']	26.429687499999996	0.00390625	0.000147798
IPR048359	EXOC6_Sec15_N	1	['Sec15']	['P22224']	26.429687499999996	0.00390625	0.000147798
IPR009449	Sec2_N	1	['Sec2']	['P17065']	26.429687499999996	0.00390625	0.000147798
IPR019160	Sec3_CC	1	['Sec3']	['P33332']	26.429687499999996	0.00390625	0.000147798
IPR028258	Sec3-PIP2_bind	1	['Sec3']	['P33332']	26.429687499999996	0.00390625	0.000147798
IPR048628	Sec3_C	1	['Sec3']	['P33332']	26.429687499999996	0.00390625	0.000147798
IPR039481	EXOC2/Sec5_N_dom	1	['Sec5']	['P89102']	26.429687499999996	0.00390625	0.000147798
IPR018624	Sec66	1	['Sec66']	['P33754']	26.429687499999996	0.00390625	0.000147798
IPR007191	Sec8_exocyst_N	1	['Sec8']	['P32855']	26.429687499999996	0.00390625	0.000147798
IPR048630	Sec8_M	1	['Sec8']	['P32855']	26.429687499999996	0.00390625	0.000147798
IPR013220	Mms22_budding_yeast	1	['Slm2']	['Q06164']	26.429687499999996	0.00390625	0.000147798
IPR018958	Knr4/Smi1-like_dom	1	['Smi1']	['P32566']	26.429687499999996	0.00390625	0.000147798
IPR013896	SNF1_UBA	1	['Snf1']	['P06782']	26.429687499999996	0.00390625	0.000147798
IPR032270	AMPK_C	1	['Snf1']	['P06782']	26.429687499999996	0.00390625	0.000147798
IPR022018	GIT1_C	1	['Spa2']	['P23201']	26.429687499999996	0.00390625	0.000147798
IPR042050	BIP_NBD	1	['Ssd1']	['P16474']	26.429687499999996	0.00390625	0.000147798
IPR029458	Ras-bd_By2	1	['Ste11']	['P23561']	26.429687499999996	0.00390625	0.000147798
IPR015898	G-protein_gamma-like_dom	1	['Ste18']	['P18852']	26.429687499999996	0.00390625	0.000147798
IPR000366	GPCR_STE2	1	['Ste2']	['D6VTK4']	26.429687499999996	0.00390625	0.000147798
IPR001499	GPCR_STE3	1	['Ste3']	['P06783']	26.429687499999996	0.00390625	0.000147798
IPR021106	Ste5_Fus3-bd_dom	1	['Ste5']	['P32917']	26.429687499999996	0.00390625	0.000147798
IPR021651	Ste5_Fus-binding	1	['Ste5']	['P32917']	26.429687499999996	0.00390625	0.000147798
IPR015316	SAM_Ste50	1	['Ste50']	['P25344']	26.429687499999996	0.00390625	0.000147798
IPR048492	Stu2_CTS	1	['Stu2']	['P46675']	26.429687499999996	0.00390625	0.000147798
IPR040822	Swi6_N	1	['Swi6']	['P09959']	26.429687499999996	0.00390625	0.000147798
IPR028267	Pianissimo_N	1	['Tsc11']	['P40061']	26.429687499999996	0.00390625	0.000147798
IPR029451	RICTOR_M	1	['Tsc11']	['P40061']	26.429687499999996	0.00390625	0.000147798
IPR029452	RICTOR_V	1	['Tsc11']	['P40061']	26.429687499999996	0.00390625	0.000147798
IPR029453	Rictor_IV	1	['Tsc11']	['P40061']	26.429687499999996	0.00390625	0.000147798
IPR013724	GIT_SHD	6	['Spa2', 'Spa2', 'Spa2', 'Spa2', 'Sph1', 'Sph1']	['P23201', 'P23201', 'P23201', 'P23201', 'Q06160', 'Q06160']	26.43	0.0234375	0.000886787
