Domain Accession	Domain name	Count	Proteins	Accession proteins	N_dl/N_pl / N_dy/N_py	N_d_list/N_p_list	N_d_yeast/N_p_yeast
IPR030379	G_SEPTIN_dom	1	['CDC12']	['P32468']	8.478696741854636	0.008771929824561403	0.0010345846881466155
IPR000261	EH_dom	2	['PAN1', 'PAN1']	['P32521', 'P32521']	13.189083820662768	0.017543859649122806	0.0013301803133313626
IPR013182	DUF1720	2	['PAN1', 'PAN1']	['P32521', 'P32521']	59.350877192982445	0.017543859649122806	0.0002955956251847473
IPR004843	Calcineurin-like_PHP_ApaH	1	['GLC7']	['P32598']	2.9675438596491226	0.008771929824561403	0.0029559562518474726
IPR006186	Ser/Thr-sp_prot-phosphatase	1	['GLC7']	['P32598']	4.945906432748537	0.008771929824561403	0.0017735737511084836
IPR031675	STPPase_N	1	['GLC7']	['P32598']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR000403	PI3/4_kinase_cat_dom	1	['TOR2']	['P32600']	6.594541910331384	0.008771929824561403	0.0013301803133313626
IPR003151	PIK-rel_kinase_FAT	1	['TOR2']	['P32600']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR003152	FATC_dom	1	['TOR2']	['P32600']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR009076	FRB_dom	1	['TOR2']	['P32600']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR014009	PIK_FAT	1	['TOR2']	['P32600']	11.87017543859649	0.008771929824561403	0.0007389890629618681
IPR024585	mTOR_dom	1	['TOR2']	['P32600']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR032630	P_typ_ATPase_c	2	['DNF1', 'DNF2']	['P32660', 'Q12675']	23.74035087719298	0.017543859649122806	0.0007389890629618681
IPR032631	P-type_ATPase_N	2	['DNF1', 'DNF2']	['P32660', 'Q12675']	23.74035087719298	0.017543859649122806	0.0007389890629618681
IPR044492	P_typ_ATPase_HD_dom	2	['DNF1', 'DNF2']	['P32660', 'Q12675']	7.913450292397661	0.017543859649122806	0.0022169671888856044
IPR000198	RhoGAP_dom	2	['BEM3', 'RGA1']	['P32873', 'P39083']	10.791068580542264	0.017543859649122806	0.00162577593851611
IPR000008	C2_dom	1	['BUD2']	['P33314']	2.697767145135566	0.008771929824561403	0.00325155187703222
IPR001936	RasGAP_dom	1	['BUD2']	['P33314']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR000648	Oxysterol-bd	4	['HES1', 'KES1', 'OSH7', 'OSH6']	['P35843', 'P35844', 'P38755', 'Q02201']	59.350877192982445	0.03508771929824561	0.0005911912503694946
IPR010926	Myosin_TH1	2	['MYO3', 'MYO5']	['P36006', 'Q04439']	59.350877192982445	0.017543859649122806	0.0002955956251847473
IPR003593	AAA+_ATPase	3	['DYN1', 'DYN1', 'DYN1']	['P36022', 'P36022', 'P36022']	2.9188955996548747	0.02631578947368421	0.009015666568134791
IPR004273	Dynein_heavy_D6_P-loop	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR013594	Dynein_heavy_tail	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR013602	Dynein_heavy_linker	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR024743	Dynein_HC_stalk	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR035706	AAA_9	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR041658	AAA_lid_11	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR048404	DYN1_lid	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR054354	DYNC2H1-like_lid	1	['DYN1']	['P36022']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR001781	Znf_LIM	4	['PXL1', 'PXL1', 'RGA1', 'RGA1']	['P36166', 'P36166', 'P39083', 'P39083']	26.378167641325536	0.03508771929824561	0.0013301803133313626
IPR028133	Dynamitin	1	['JNM1']	['P36224']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR003124	WH2_dom	2	['VRP1', 'VRP1']	['P37370', 'P37370']	39.5672514619883	0.017543859649122806	0.0004433934377771209
IPR013905	Lgl_C_dom	2	['SRO77', 'SRO7']	['P38163', 'Q12038']	59.350877192982445	0.017543859649122806	0.0002955956251847473
IPR000095	CRIB_dom	4	['GIC1', 'CLA4', 'STE20', 'GIC2']	['P38785', 'P48562', 'Q03497', 'Q06648']	47.48070175438596	0.03508771929824561	0.0007389890629618681
IPR000253	FHA_dom	2	['DMA1', 'DMA2']	['P38823', 'P53924']	7.418859649122806	0.017543859649122806	0.0023647650014779783
IPR001841	Znf_RING	2	['DMA1', 'DMA2']	['P38823', 'P53924']	3.297270955165692	0.017543859649122806	0.0053207212533254505
IPR006644	Cadg	4	['AXL2', 'AXL2', 'AXL2', 'AXL2']	['P38928', 'P38928', 'P38928', 'P38928']	59.350877192982445	0.03508771929824561	0.0005911912503694946
IPR040144	RAP1GDS1	1	['BEM4']	['P39011']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR017252	Dynein_regulator_LIS1	1	['PAC1']	['P39946']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR028267	Pianissimo_N	1	['TSC11']	['P40061']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR029451	RICTOR_M	1	['TSC11']	['P40061']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR029452	RICTOR_V	1	['TSC11']	['P40061']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR029453	Rictor_IV	1	['TSC11']	['P40061']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR046868	BAR_4	1	['SLM1']	['P40485']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR018859	BAR_dom-cont	1	['GVP36']	['P40531']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR011765	Pept_M16_N	1	['AXL1']	['P40851']	7.418859649122806	0.008771929824561403	0.0011823825007389892
IPR050687	Dynein_IC	1	['PAC11']	['P40960']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR037588	MLST8	1	['LST8']	['P41318']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR005613	AIP3_C	1	['BUD6']	['P41697']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR010472	FH3_dom	1	['BNI1']	['P41832']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR010473	GTPase-bd	1	['BNI1']	['P41832']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR014767	DAD_dom	1	['BNI1']	['P41832']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR015425	FH2_Formin	1	['BNI1']	['P41832']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR005301	MOB_kinase_act_fam	1	['MOB2']	['P43563']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR034085	TOG	2	['STU2', 'STU2']	['P46675', 'P46675']	29.675438596491222	0.017543859649122806	0.0005911912503694946
IPR048492	Stu2_CTS	1	['STU2']	['P46675']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR013745	Bit61/PRR5	1	['BIT61']	['P47041']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR000195	Rab-GAP-TBC_dom	2	['MSB3', 'MSB4']	['P48566', 'Q12317']	10.791068580542264	0.017543859649122806	0.00162577593851611
IPR013941	ZDS1_C	2	['ZDS1', 'ZDS2']	['P50111', 'P54786']	59.350877192982445	0.017543859649122806	0.0002955956251847473
IPR000591	DEP_dom	1	['ROM2']	['P51862']	9.891812865497075	0.008771929824561403	0.0008867868755542418
IPR001180	CNH_dom	1	['ROM2']	['P51862']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR041675	PH_5	1	['ROM2']	['P51862']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR001752	Kinesin_motor_dom	1	['KIP3']	['P53086']	9.891812865497075	0.008771929824561403	0.0008867868755542418
IPR003377	Cornichon	1	['ERV14']	['P53173']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR002048	EF_hand_dom	2	['PEF1', 'PEF1']	['P53238', 'P53238']	6.247460757156047	0.017543859649122806	0.002808158439255099
IPR000961	AGC-kinase_C	1	['CBK1']	['P53894']	4.565452091767881	0.008771929824561403	0.0019213715637008573
IPR013220	Mms22_budding_yeast	1	['SLM2']	['Q06164']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR002889	WSC_carb-bd	1	['SLG1']	['P54867']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR004000	Actin	2	['ACT1', 'ARP10']	['P60010', 'Q04549']	10.791068580542264	0.017543859649122806	0.00162577593851611
IPR001372	Dynein_light_chain_typ-1/2	1	['DYN2']	['Q02647']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR002893	Znf_MYND	1	['MUB1']	['Q03162']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR019623	Rot1	1	['ROT1']	['Q03691']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR001594	Palmitoyltrfase_DHHC	1	['SWF1']	['Q04629']	8.478696741854636	0.008771929824561403	0.0010345846881466155
IPR022780	Dynein_light_int_chain	1	['DYN3']	['Q04949']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR000717	PCI_dom	1	['THP1']	['Q08231']	4.239348370927318	0.008771929824561403	0.002069169376293231
IPR031313	Sin1_PH_dom	1	['AVO1']	['Q08236']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR031567	CRIM_dom	1	['AVO1']	['Q08236']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR015374	ChAPs	1	['BUD7']	['Q08754']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR016137	RGS	1	['RAX1']	['Q08760']	19.78362573099415	0.008771929824561403	0.0004433934377771209
IPR001357	BRCT_dom	1	['CHS5']	['Q12114']	3.4912280701754383	0.008771929824561403	0.002512562814070352
IPR003961	FN3_dom	1	['CHS5']	['Q12114']	29.675438596491222	0.008771929824561403	0.0002955956251847473
IPR031673	Chs5_N	1	['CHS5']	['Q12114']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR024982	Rax2-like_C	1	['RAX2']	['Q12465']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR048265	Rax2-like_third	1	['RAX2']	['Q12465']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR048266	Rax2-like_second	1	['RAX2']	['Q12465']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR012860	Afi1_N	1	['AFI1']	['Q99222']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR037516	Tripartite_DENN	1	['AFI1']	['Q99222']	29.675438596491222	0.008771929824561403	0.0002955956251847473
